date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:08	17272/17272	---M-Z	200	added ('OK')	application/x-javascript	etag:%224378-68626723-6ca86c639bf201d4;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://profpicksandscience.site/)
10:33:08	143709/143709	---M-Z	200	added ('OK')	application/x-javascript	etag:%222315d-68592b57-e7e885cba7429ae8;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://profpicksandscience.site/)
10:33:08	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-68592b57-6efd69f51671f6b3;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://profpicksandscience.site/)
10:33:09	5520/5520	---M-Z	200	added ('OK')	application/x-javascript	etag:%221590-64d6c8ca-98421afabfd3ef18;gz%22	https://profpicksandscience.site/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/imagesloaded.minbb93.js	(from https://profpicksandscience.site/)
10:33:09	42894/42894	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a78e-68626723-e95c6ae218d164f;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/slick/slick.min.js?ver=1.8.1	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/slick/slick.minc245.js	(from https://profpicksandscience.site/)
10:33:09	17902/17902	---M-Z	200	added ('OK')	application/x-javascript	etag:%2245ee-68626723-6a7f2c305a10c33a;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/perfect-scrollbar/perfect-scrollbar.min.js?ver=0.4.9	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/lib/perfect-scrollbar/perfect-scrollbar.min70b1.js	(from https://profpicksandscience.site/)
10:33:10	5825/5825	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216c1-665210d6-7f6e237e2a2ee633;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.21.2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min08e6.js	(from https://profpicksandscience.site/)
10:33:10	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-63c8226a-2b9cd69f2e78ccd1;gz%22	https://profpicksandscience.site/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://profpicksandscience.site/)
10:33:10	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-650a4428-fef017c413b94cbb;gz%22	https://profpicksandscience.site/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://profpicksandscience.site/)
10:33:11	38590/38590	---M-Z	200	added ('OK')	application/x-javascript	etag:%2296be-65ba91a4-421fd1724aeb356d;gz%22	https://profpicksandscience.site/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://profpicksandscience.site/)
10:33:11	4307/4307	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d3-65ba91a4-2a7543149d47fef5;gz%22	https://profpicksandscience.site/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/dist/hooks.min2757.js	(from https://profpicksandscience.site/)
10:33:12	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-65ce8ed4-a7baa04a37daf4db;gz%22	https://profpicksandscience.site/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-includes/js/dist/i18n.minc33c.js	(from https://profpicksandscience.site/)
10:33:12	25066/25066	---M-Z	200	added ('OK')	application/x-javascript	etag:%2261ea-665210d6-be92f06f981bfde7;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.21.2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/frontend.min08e6.js	(from https://profpicksandscience.site/)
10:33:12	38282/38282	---M-Z	200	added ('OK')	application/x-javascript	etag:%22958a-665210d6-54f929a230d6c164;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.21.2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min08e6.js	(from https://profpicksandscience.site/)
10:33:13	230501/230501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238465-68626723-b5a2a6c00a4650d6;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1026	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/frontend.minc96f.js	(from https://profpicksandscience.site/)
10:33:13	11524/11524	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d04-68626723-4c844dc9281ab1ff;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.7.1026	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.minc96f.js	(from https://profpicksandscience.site/)
10:33:13	125638/125638	---M--	200	added ('OK')	image/jpeg	etag:%221eac6-66521648-ff75d9cf61e6e343;;;%22	https://profpicksandscience.site/wp-content/uploads/2024/04/overlay.jpg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/2024/04/overlay.jpg	(from https://profpicksandscience.site/wp-content/uploads/elementor/css/post-560.css?ver=1750709551)
10:33:14	10291/10291	---M--	200	added ('OK')	image/jpeg	etag:%222833-66521648-d2dc56d1947340b9;;;%22	https://profpicksandscience.site/wp-content/uploads/2024/04/pic-7.jpg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/2024/04/pic-7.jpg	(from https://profpicksandscience.site/wp-content/uploads/elementor/css/post-560.css?ver=1750709551)
10:33:16	13148/13148	---M--	200	added ('OK')	image/jpeg	etag:%22335c-66521646-7c044529ccb48c59;;;%22	https://profpicksandscience.site/wp-content/uploads/2024/04/Bg.jpg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/2024/04/Bg.jpg	(from https://profpicksandscience.site/wp-content/uploads/elementor/css/post-560.css?ver=1750709551)
10:33:16	106837/106837	---M--	200	added ('OK')	image/jpeg	etag:%221a155-667af3d8-2bb3b75e4ed7ea9;;;%22	https://profpicksandscience.site/wp-content/uploads/2024/04/IMG_9438.jpg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/2024/04/IMG_9438.jpg	(from https://profpicksandscience.site/wp-content/uploads/elementor/css/post-325.css?ver=1750709551)
10:33:16	4024/4024	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-68626723-c1901e708956600d;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lg.eot?n1z373	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lgd641.eot	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:17	4024/4024	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fb8-68626723-c1901e708956600d;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lg.eot?	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lgd41d.eot	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:17%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lg.woff?n1z373	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lgd641.woff	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:17	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:17%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lg.ttf?n1z373	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lgd641.ttf	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:18	8855/8855	---M-Z	200	added ('OK')	image/svg+xml	etag:%222297-68626723-af5ba513aaac6288;gz%22	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lg.svg?n1z373	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/fonts/lgd641.svg	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:18%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/vimeo-play.png	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/vimeo-play.png	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:18	773368/773368	---M--	200	added ('OK')	image/png	etag:%22bccf8-66521646-327f218f1679724c;;;%22	https://profpicksandscience.site/wp-content/uploads/2024/04/pic-1.png	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/2024/04/pic-1.png	(from https://profpicksandscience.site/wp-content/uploads/elementor/css/post-560.css?ver=1750709551)
10:33:18	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:18%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/video-play.png	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/video-play.png	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:19	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:18%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/youtube-play.png	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/youtube-play.png	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:19	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:19%20GMT	https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/loading.gif	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/img/loading.gif	(from https://profpicksandscience.site/wp-content/plugins/royal-elementor-addons/assets/css/lib/lightgallery/lightgallery.min.css?ver=1.7.1026)
10:33:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:20%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:20	151556/151556	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-68592b57-e7d8ba8b2bf98419;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:20%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:20	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:20%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:21	151368/151368	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2224f48-68592b57-f3940ce6b6e46633;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:21	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:21%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:21	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:21%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:22	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:22%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:22	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-68592b57-af19a52de0ca8837;;;%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:22	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:22%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:23%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:23	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-68592b57-5a82b5308e3f5c7c;gz%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:23	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:23%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:24	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:23%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:24	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-68592b57-ab5adcccafe9477f;;;%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:24	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-68592b57-ce36b90c458c7479;;;%22	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:24%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:25%20GMT	https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://profpicksandscience.site/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1026)
10:33:25	2552/2552	---M--	200	added ('OK')	font/woff2	etag:%229f8-6859b531-7a8e85ca53cbcb93;;;%22	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggqxsuxd.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggqxsuxd.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:25	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:25%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggoxsuxd.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggoxsuxd.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:26	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:26%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggsxsuxd.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggsxsuxd.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:26	8520/8520	---M--	200	added ('OK')	font/woff2	etag:%222148-6859b531-20b10a8e9fdb61f3;;;%22	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggixsuxd.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggixsuxd.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:26	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:26%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggmxsuxd.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggmxsuxd.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:27	24836/24836	---M--	200	added ('OK')	font/woff2	etag:%226104-6859b531-58a79342e8d4cfd6;;;%22	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggexsg.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/manrope-xn7gyhe41ni1adirggexsg.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1750709553)
10:33:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:27%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tdmpkzsq.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tdmpkzsq.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1750709555)
10:33:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:27%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tmmpkzsq.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tmmpkzsq.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1750709555)
10:33:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2008%20Oct%202025%2018:33:28%20GMT	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tcmpi.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxiayp8kv8jhgfvrjjlme0tcmpi.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1750709555)
10:33:28	45300/45300	---M--	200	added ('OK')	font/woff2	etag:%22b0f4-6859b531-38aad5ed0a5cb766;;;%22	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvfteoceg.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvfteoceg.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1750709555)
10:33:28	5980/5980	---M--	200	added ('OK')	font/woff2	etag:%22175c-6859b531-756e1b4839dd4218;;;%22	https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvgdeoceg.woff2	C:/My%20Web%20Sites/newsite/profpicksandscience.site/wp-content/uploads/elementor/google-fonts/fonts/poppins-pxidyp8kv8jhgfvrjjlmv1pvgdeoceg.woff2	(from https://profpicksandscience.site/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1750709555)
